#{"t_start": 1711460808.3404334, "env_id": "None"}
r,l,t
584.0,116,2988.486233
506.5,213,2988.735804
497.5,235,2989.014519
457.5,289,2989.359443
519.5,203,2989.600952
528.0,188,2989.824737
510.5,209,2990.066835
464.5,267,2991.991782
509.0,218,2992.255795
394.5,361,2992.686561
483.5,241,2992.967727
409.0,350,2993.381615
490.5,241,2993.668048
495.5,231,2993.945232
437.5,319,2994.633397
498.5,227,2994.881564
512.0,200,2995.099285
483.0,240,2995.365577
361.5,409,2995.820788
515.5,211,2997.665929
450.5,297,2998.010755
472.0,274,2998.330819
437.5,317,2998.709628
458.0,280,2999.061041
454.0,290,2999.413353
318.0,492,3001.598959
459.5,291,3001.946347
486.0,246,3002.253263
474.0,262,3002.552855
486.5,253,3002.852313
435.5,317,3003.260233
523.0,192,3003.572536
533.5,179,3003.842452
515.5,205,3004.141921
533.0,172,3005.971984
458.0,264,3006.297733
487.0,246,3006.587688
507.0,210,3007.161229
511.5,211,3007.394127
504.0,220,3007.639688
502.5,217,3007.88533
368.0,400,3008.309183
449.0,286,3008.667321
455.5,277,3008.993425
389.0,378,3009.465767
503.0,226,3009.739046
466.0,266,3011.639294
349.0,448,3012.179456
463.5,281,3012.501916
459.0,294,3012.861945
441.0,304,3013.225933
413.0,340,3013.6332
372.5,399,3015.662887
464.5,263,3015.975799
450.0,290,3016.315615
528.5,181,3016.532518
431.0,322,3016.894046
522.0,198,3017.129772
425.5,327,3017.784577
469.5,255,3018.068895
462.0,272,3018.376422
452.0,294,3018.709647
395.0,376,3019.103429
470.0,268,3021.062097
399.0,358,3021.49464
422.0,330,3021.883875
482.5,249,3022.193356
451.0,294,3022.534215
440.0,320,3022.925478
486.5,241,3023.216403
415.5,341,3025.20826
526.0,180,3025.434525
524.0,192,3025.662034
538.0,176,3025.870284
444.0,306,3026.233326
425.5,333,3026.621696
475.5,259,3026.923259
423.5,333,3027.301078
481.5,239,3029.185538
492.5,225,3029.463787
435.0,302,3029.817609
401.5,355,3030.257006
451.5,283,3030.54842
-386.5,501,3031.06113
460.0,272,3031.347671
466.5,279,3031.664493
427.5,315,3032.05935
421.5,331,3032.458713
445.5,307,3032.834115
463.5,275,3033.157435
482.5,239,3035.004086
536.0,184,3035.237607
494.5,231,3035.523592
478.5,247,3035.826382
474.0,266,3036.135462
513.0,210,3036.374387
471.5,279,3036.702704
398.5,349,3037.108461
438.5,303,3039.13373
483.5,251,3039.454182
380.5,385,3039.895526
487.0,248,3040.189128
442.0,312,3040.568937
484.0,246,3040.860469
468.0,272,3041.178112
484.0,240,3041.444288
492.0,240,3041.703722
488.5,233,3041.945947
490.5,237,3042.201391
545.0,162,3042.40214
528.5,181,3042.628401
393.0,370,3044.743455
430.5,325,3045.139767
367.0,402,3045.593362
450.5,301,3045.934755
390.5,379,3046.362814
512.0,210,3046.600303
518.0,198,3046.837098
547.0,164,3048.737926
528.5,183,3048.955658
471.5,257,3049.25516
519.0,198,3049.495234
485.5,243,3049.777786
402.5,363,3050.210625
515.5,205,3050.453116
431.0,322,3050.850846
517.5,197,3052.689555
453.0,300,3053.063594
378.0,402,3053.538866
516.0,206,3053.754377
472.5,267,3054.045102
477.5,263,3054.34591
487.5,237,3054.602879
532.0,192,3054.846482
537.0,178,3055.060088
548.5,155,3055.247737
480.5,253,3055.542573
407.0,350,3055.993415
477.0,256,3056.299876
465.5,267,3058.215231
484.5,247,3058.539249
423.5,335,3058.945226
491.0,236,3059.228042
484.0,252,3059.527472
487.5,243,3059.810318
493.0,234,3060.096943
475.0,252,3060.408835
456.0,286,3062.372436
466.5,271,3062.721894
506.0,224,3062.988076
-204.5,501,3063.607041
432.0,326,3064.277054
517.0,212,3064.510004
493.5,229,3064.768296
477.0,250,3065.055533
492.0,228,3065.308675
456.0,286,3065.76706
402.0,362,3066.190405
512.5,213,3068.049374
452.0,298,3068.403235
475.5,261,3068.727482
371.5,403,3069.201766
471.5,263,3069.517915
562.5,135,3069.680784
388.5,385,3070.151597
513.5,209,3072.00703
510.0,216,3072.27966
505.5,219,3072.546649
464.5,277,3072.870634
497.5,229,3073.14039
459.5,277,3073.460911
420.5,335,3073.860422
329.0,444,3074.359305
414.5,333,3076.564029
492.0,232,3076.81519
467.0,272,3077.104587
390.0,368,3077.512261
423.0,334,3077.881224
352.5,419,3078.394221
509.0,208,3078.660366
526.5,197,3078.901571
501.5,217,3079.176197
515.5,207,3079.425716
468.0,274,3079.746834
435.5,319,3080.147706
494.5,231,3082.070882
484.5,241,3082.35976
409.5,341,3082.764961
392.5,383,3083.225759
466.5,271,3083.54064
461.0,274,3083.85921
521.0,210,3084.122157
496.5,235,3086.085144
309.5,485,3086.662877
443.0,302,3087.013688
518.5,195,3087.452935
489.0,236,3087.719524
494.0,232,3087.968529
480.5,253,3088.244026
299.5,479,3088.750602
537.5,173,3088.966996
507.0,210,3089.21237
473.0,260,3089.539093
362.5,425,3091.646532
514.0,214,3091.91181
487.0,254,3092.22561
493.5,235,3092.502635
504.0,214,3092.760155
480.0,254,3093.068307
448.0,298,3093.427493
555.5,153,3093.608762
492.0,236,3093.891877
450.5,293,3095.868031
468.5,267,3096.196165
464.0,276,3096.517735
528.5,189,3096.74556
337.0,446,3097.271364
423.0,328,3097.66816
510.0,218,3097.932005
491.0,234,3098.237615
421.5,341,3098.593509
337.0,444,3099.065787
456.0,300,3099.383459
489.0,236,3099.651093
477.5,267,3101.611263
519.5,197,3101.840065
514.5,217,3102.093844
448.5,297,3102.447069
521.0,198,3102.674606
501.5,223,3102.942382
450.5,291,3103.287414
546.5,157,3103.474714
474.0,262,3103.792314
533.0,184,3105.604201
352.5,431,3106.103365
388.5,359,3106.528112
451.5,297,3106.877325
465.0,278,3107.201452
534.0,184,3107.411171
514.0,210,3107.642582
478.5,259,3109.555854
494.0,224,3109.822132
500.5,217,3110.080049
487.5,239,3110.631627
532.0,178,3110.824068
520.5,207,3111.053234
503.5,223,3111.296664
448.0,298,3111.6103
542.5,163,3111.801974
556.5,143,3111.977823
484.0,254,3112.269328
533.0,180,3112.485606
473.5,255,3112.783536
529.0,186,3113.007827
545.0,164,3114.819023
454.0,296,3115.170688
464.0,286,3115.519873
455.0,292,3115.880146
513.0,208,3116.118996
-209.5,501,3116.693263
402.5,365,3118.710984
553.0,156,3118.914045
501.0,222,3119.178369
451.0,300,3119.529637
502.5,229,3119.797971
536.0,182,3120.024636
482.0,252,3120.32817
522.0,194,3120.557068
560.5,149,3120.909431
442.5,305,3121.251941
426.5,329,3121.642461
484.0,260,3121.93405
497.5,227,3122.17987
511.0,208,3122.433811
465.0,280,3124.485237
473.0,266,3124.795673
428.0,328,3125.185323
464.0,280,3125.519123
455.0,288,3125.861933
485.0,250,3126.160323
453.5,289,3126.509526
495.0,236,3128.416433
437.0,310,3128.781562
455.0,286,3129.11267
536.5,177,3129.325038
408.5,345,3129.726275
495.0,236,3130.00317
501.0,228,3130.260591
475.0,264,3130.568697
512.5,217,3132.415468
524.5,191,3132.668912
521.5,199,3133.255421
495.5,225,3133.493309
466.5,275,3133.791745
558.5,153,3133.954261
476.0,264,3134.245673
470.5,271,3134.583348
485.0,238,3134.844614
544.0,166,3135.044628
478.0,256,3135.362377
417.5,335,3135.777274
450.5,291,3137.706149
461.5,269,3138.047725
461.5,279,3138.373156
503.0,222,3138.647844
452.5,295,3138.995329
462.0,274,3139.329029
520.0,196,3139.563488
505.0,216,3139.819082
482.5,257,3141.741883
488.0,242,3142.048606
519.5,201,3142.27439
499.0,232,3142.549179
326.5,193,3142.768467
468.0,284,3143.105064
492.5,245,3143.720309
494.5,231,3143.969865
499.0,232,3144.21672
447.0,292,3144.550159
536.5,179,3144.747789
471.0,254,3145.051306
491.0,238,3145.342698
448.5,293,3147.341238
509.0,226,3147.60553
452.0,284,3147.946099
517.5,191,3148.171046
426.0,320,3148.570378
409.5,345,3148.987834
406.5,343,3149.424888
545.5,169,3151.207011
481.0,248,3151.523156
429.5,315,3151.909786
475.5,253,3152.221814
499.0,222,3152.49925
442.0,296,3152.856152
531.5,181,3153.069463
474.5,259,3153.368877
455.5,287,3155.308536
491.5,237,3155.599313
439.0,310,3155.981226
515.5,211,3156.206857
497.5,221,3156.45646
538.5,169,3156.635491
441.5,301,3156.95163
469.5,263,3157.304966
478.5,259,3157.616084
516.0,196,3157.850837
471.5,267,3158.170078
526.5,197,3158.397038
512.5,207,3158.633263
449.5,301,3158.976614
494.0,238,3160.91356
456.5,285,3161.256043
526.5,191,3161.485384
416.5,323,3161.871533
467.0,266,3162.192618
485.0,252,3162.488146
501.5,217,3162.738222
484.0,246,3163.044779
493.5,231,3164.958105
510.0,202,3165.200639
496.5,225,3165.454555
414.0,328,3165.823749
479.0,248,3166.126459
486.5,243,3166.443672
525.0,192,3166.65911
454.5,293,3166.97758
466.5,273,3167.278673
444.0,298,3167.603471
443.0,302,3167.96931
453.5,283,3168.302103
494.5,233,3170.215435
545.0,160,3170.442301
481.0,254,3170.747893
516.5,205,3170.987052
558.0,152,3171.171881
450.5,289,3171.508029
482.0,250,3171.796564
528.0,180,3172.007236
490.5,231,3172.287489
530.0,180,3172.494799
556.0,154,3174.26286
417.0,336,3174.684124
511.5,209,3174.928683
420.5,327,3175.319469
491.5,231,3175.584594
406.0,350,3175.998072
470.5,259,3176.322898
445.0,292,3176.670707
517.5,201,3178.625412
383.0,392,3179.120188
392.0,358,3179.515846
497.5,237,3179.781951
492.5,235,3180.02286
535.0,180,3180.231193
545.5,167,3180.438815
440.0,308,3180.813281
466.5,277,3181.137612
307.5,483,3181.728516
390.0,380,3182.149266
520.0,204,3183.974493
300.0,484,3184.545219
513.5,199,3184.764555
499.5,225,3185.022698
223.5,333,3185.405376
479.0,254,3185.709357
539.0,162,3185.917116
432.0,312,3186.287012
452.0,296,3188.260085
487.5,245,3188.55584
434.0,326,3188.93246
490.0,240,3189.511837
486.0,248,3189.781276
511.0,208,3190.000774
481.5,249,3190.268428
516.0,202,3190.483522
497.5,239,3190.774142
507.0,220,3191.05346
521.0,194,3191.274655
543.0,176,3191.480698
495.5,231,3193.41582
322.0,480,3194.01492
527.5,191,3194.239802
473.5,257,3194.54996
483.5,249,3194.846421
534.0,176,3195.054931
387.5,373,3195.470922
372.0,392,3197.53548
506.0,218,3197.800015
539.0,174,3197.999736
415.0,336,3198.390523
433.0,320,3198.785612
487.0,242,3199.05584
314.5,469,3199.588318
392.0,374,3200.046329
524.0,194,3200.245814
402.0,362,3200.636541
453.0,288,3200.949504
508.5,209,3201.190496
475.0,260,3203.165406
515.0,208,3203.414954
455.5,287,3203.768114
420.5,329,3204.167145
491.5,241,3204.458557
514.5,207,3204.698009
501.5,227,3204.962149
516.0,202,3205.19503
510.5,209,3205.449232
458.0,282,3207.383218
500.0,220,3207.649411
395.0,370,3208.087895
295.5,499,3208.680919
550.0,158,3208.881334
405.5,345,3209.304965
489.0,248,3211.184462
485.5,233,3211.517206
508.0,210,3211.776928
517.0,202,3212.016278
414.0,340,3212.440829
509.0,212,3212.673841
532.5,181,3212.859432
365.0,402,3213.280783
531.0,184,3213.496999
447.0,300,3213.866224
467.0,266,3214.184603
490.0,234,3214.458622
470.5,271,3214.786878
470.5,277,3216.759578
396.0,374,3217.207155
377.0,384,3217.655348
502.5,223,3217.914627
484.5,235,3218.202201
484.0,254,3218.496957
488.5,235,3218.785464
401.0,352,3220.876587
418.5,337,3221.300033
547.5,159,3221.491641
486.5,245,3221.791044
516.5,195,3222.024004
555.5,151,3222.204471
390.5,367,3222.64037
499.0,224,3223.046704
493.0,246,3223.313089
551.0,154,3223.483312
475.0,246,3223.751376
527.5,181,3223.942877
421.5,331,3224.376364
487.5,241,3226.30773
406.5,341,3226.718259
469.0,264,3227.031856
508.5,215,3227.303822
544.5,159,3227.488553
513.5,209,3227.746776
460.5,279,3228.081754
454.0,292,3228.416473
448.5,293,3230.417145
485.0,246,3230.695091
535.0,174,3230.904228
448.0,292,3231.250474
489.5,243,3231.535987
465.5,269,3231.868416
393.0,370,3232.305761
425.5,329,3234.322906
430.0,320,3234.701636
455.0,278,3235.175555
429.0,320,3235.521445
432.0,316,3235.866261
511.0,208,3236.09053
437.5,317,3236.423327
466.0,276,3236.868519
526.0,190,3237.09913
398.5,357,3237.513223
426.5,327,3237.901485
415.5,343,3238.311937
374.5,403,3240.374972
472.5,265,3240.678384
477.5,257,3240.982016
487.5,245,3241.263304
408.0,354,3241.680665
466.0,264,3242.013326
455.5,285,3242.354735
484.5,247,3244.248245
457.5,289,3244.584102
464.0,274,3244.916958
476.0,252,3245.216379
484.5,247,3245.515825
494.5,233,3245.915192
434.0,304,3246.264579
480.5,249,3246.538823
377.5,389,3246.989696
413.0,348,3247.364154
458.5,281,3247.712226
457.0,284,3248.046273
516.5,201,3249.90248
510.0,206,3250.1491
445.5,293,3250.483497
506.5,217,3250.742313
538.5,175,3250.949443
462.5,277,3251.272396
472.0,276,3251.605123
432.5,315,3251.989345
448.5,299,3254.019321
332.5,451,3254.549963
366.0,414,3255.023794
418.0,334,3255.423142
524.0,188,3255.648004
525.5,185,3255.864302
488.0,256,3256.163761
445.0,288,3258.153104
469.5,265,3258.516634
493.0,224,3258.750524
486.0,228,3259.00199
440.5,297,3259.349464
413.0,344,3259.743303
448.0,294,3260.099728
490.0,250,3260.40617
522.5,199,3260.645177
514.0,216,3260.905406
482.5,251,3261.212785
459.5,283,3261.527926
410.5,347,3263.618746
416.0,336,3264.049369
550.5,151,3264.222733
478.5,255,3264.520131
493.5,229,3264.799242
481.0,246,3265.081387
466.5,273,3265.404238
377.5,391,3265.863853
488.0,246,3267.802777
460.5,273,3268.117402
465.5,283,3268.450072
487.0,254,3268.758276
479.0,246,3269.292605
548.5,155,3269.464994
479.5,255,3269.752518
336.5,441,3270.210582
432.0,324,3270.555087
478.5,257,3270.862469
494.5,233,3271.13339
476.5,253,3271.43288
543.5,167,3273.226988
452.0,288,3273.585092
417.0,350,3274.003044
486.0,252,3274.303322
475.5,257,3274.605928
488.0,236,3274.886751
522.5,187,3275.105056
464.0,274,3275.437723
521.0,200,3277.259822
523.0,186,3277.511431
467.5,275,3277.830111
423.0,320,3278.201027
514.5,199,3278.441145
528.0,186,3278.665474
554.0,146,3278.851125
361.5,415,3279.349109
517.0,202,3279.577345
505.0,212,3281.576991
513.0,208,3281.785297
512.0,202,3282.00745
451.0,292,3282.305022
520.5,197,3282.527022
516.5,211,3282.791457
527.0,192,3283.009325
509.5,215,3283.273302
502.5,223,3283.532146
534.0,176,3283.739609
373.0,400,3284.2309
475.0,256,3284.521689
458.0,286,3284.865171
514.5,209,3286.72602
450.5,293,3287.048689
504.5,221,3287.308682
526.5,185,3287.533105
442.5,299,3287.894136
419.5,341,3288.281719
505.0,220,3288.552752
469.0,270,3288.868097
515.0,206,3290.696659
490.5,241,3290.977062
439.5,313,3291.351655
491.5,249,3291.900587
482.0,244,3292.159748
495.5,231,3292.408314
364.0,428,3292.882316
452.5,293,3293.18974
526.5,187,3293.42175
494.0,230,3293.70736
525.5,201,3293.947021
475.0,266,3294.352375
491.5,233,3296.278357
476.0,254,3296.609042
457.5,289,3296.958299
424.5,321,3297.357606
492.0,234,3297.641352
471.5,261,3297.956677
488.0,244,3298.256142
432.0,328,3298.660043
409.0,358,3300.735104
510.0,224,3301.001295
466.0,272,3301.325286
467.0,274,3301.658044
479.0,256,3301.957613
505.5,209,3302.215875
455.0,284,3302.556546
477.5,259,3302.939247
424.5,331,3303.307744
491.5,237,3303.563526
515.5,203,3303.791418
502.0,232,3304.050437
527.5,197,3305.913808
523.5,191,3306.158873
419.0,342,3306.55815
434.5,319,3306.940853
517.0,204,3307.189776
467.0,270,3307.497833
519.0,200,3307.73274
463.0,276,3308.063539
468.0,274,3310.039949
559.0,144,3310.235003
450.5,291,3310.575752
476.5,259,3310.883833
473.0,276,3311.207999
457.5,279,3311.533018
559.0,150,3311.708628
554.5,143,3311.885957
490.5,239,3312.156296
540.5,167,3312.355943
476.0,252,3314.302966
515.5,201,3314.536096
470.0,266,3314.851432
456.5,283,3315.229252
543.5,167,3315.417236
439.0,300,3315.748019
475.5,253,3316.030209
498.0,230,3316.274256
530.5,181,3316.498531
493.5,229,3316.781385
507.0,214,3317.03048
411.0,338,3317.430202
480.0,244,3317.713222
440.5,305,3319.742864
558.5,143,3319.920676
543.0,168,3320.129332
489.0,248,3320.42506
492.5,239,3320.709865
379.0,384,3321.173633
525.0,196,3321.405356
494.5,233,3321.68146
521.0,200,3321.922264
488.5,247,3323.860845
406.0,358,3324.286277
523.0,196,3324.509702
527.0,194,3324.744257
488.5,245,3325.025562
534.5,177,3325.241843
426.5,325,3325.940135
472.0,268,3326.226015
495.5,237,3326.48647
503.5,229,3326.727131
491.0,234,3326.988754
421.5,327,3327.381319
460.5,267,3329.342564
484.5,245,3329.629185
484.5,249,3329.922354
-204.5,501,3330.482572
375.5,387,3330.948427
444.5,311,3331.322398
468.0,272,3333.278686
522.0,188,3333.518573
499.0,228,3333.798386
521.5,199,3334.032471
466.5,279,3334.368609
497.0,230,3334.648992
453.5,291,3334.967403
568.0,130,3335.124541
552.0,152,3335.312788
438.0,312,3337.321279
549.0,162,3337.561438
475.0,258,3337.860862
512.0,212,3338.110478
452.0,292,3338.443403
466.5,261,3338.734691
506.0,222,3338.975685
521.5,195,3339.204494
495.0,228,3339.491403
533.0,180,3339.707648
493.0,228,3339.98241
488.0,244,3340.271857
522.0,198,3340.518635
453.0,294,3340.864324
472.0,260,3342.817902
425.0,322,3343.216546
423.5,333,3343.617472
421.5,327,3344.008701
405.0,346,3344.404508
482.5,253,3344.69108
405.0,352,3345.0936
472.5,263,3347.032803
464.5,271,3347.344166
383.0,378,3347.78937
515.5,207,3348.040388
538.5,175,3348.251096
463.0,280,3348.725061
418.0,342,3349.099717
479.5,249,3349.373822
506.0,216,3349.615497
369.5,403,3350.039389
470.5,261,3350.355437
526.0,190,3350.592176
498.5,231,3352.55167
360.5,421,3353.085557
455.0,282,3353.408854
469.0,258,3353.716261
415.5,341,3354.132126
505.0,228,3354.401008
555.0,152,3354.581386
514.0,206,3354.826812
545.0,164,3356.674272
504.5,217,3356.96043
399.5,357,3357.378046
541.0,170,3357.584288
458.5,289,3357.919277
516.5,191,3358.14176
518.5,195,3358.374727
430.0,322,3358.75726
482.5,251,3359.065036
490.0,234,3360.955373
452.0,308,3361.336069
519.0,200,3361.552351
550.5,157,3361.725223
437.5,319,3362.096944
509.5,209,3362.330457
495.5,235,3362.617302
501.5,219,3362.875349
507.0,214,3363.129473
428.5,335,3363.507603
445.5,299,3363.86495
442.0,306,3364.230921
529.0,182,3364.455862
481.0,250,3366.352594
438.5,309,3366.701916
394.0,368,3367.12165
542.5,165,3367.31858
509.5,211,3367.567052
539.0,178,3367.774736
-190.0,501,3368.361553
559.0,146,3370.12857
504.0,226,3370.419917
428.5,327,3370.811323
554.0,148,3370.987067
548.5,157,3371.182172
499.0,226,3371.67806
522.5,195,3371.892796
430.0,320,3372.226975
512.5,201,3372.435223
495.0,228,3372.668045
385.5,377,3373.14345
457.0,288,3373.473271
515.0,210,3373.722886
503.0,226,3375.602886
440.5,297,3375.977461
518.5,199,3376.218263
512.0,210,3376.451287
480.0,250,3376.75878
493.5,237,3377.04176
555.5,145,3377.21673
424.0,326,3377.617532
534.0,182,3377.833793
474.5,261,3379.770205
407.0,352,3380.16147
500.5,223,3380.419083
497.0,228,3380.688932
519.5,193,3380.906264
500.5,221,3381.161295
463.0,282,3381.492446
462.0,272,3382.141285
459.0,286,3382.448804
396.0,372,3382.848169
399.0,354,3383.24318
509.5,213,3383.463837
-188.0,501,3385.710546
471.5,263,3386.0247
485.0,248,3386.317278
493.0,242,3386.640568
541.0,168,3386.844932
475.0,260,3387.157298
486.5,243,3387.456728
456.5,287,3389.369874
403.0,364,3389.811065
459.0,288,3390.145928
508.0,216,3390.410053
504.0,216,3390.676341
550.0,158,3390.867297
512.0,214,3391.116858
354.5,427,3391.601383
547.5,161,3393.441111
536.5,183,3393.652441
479.5,253,3393.937157
507.5,215,3394.531326
492.0,236,3394.785767
417.0,332,3395.159715
446.5,301,3395.492558
537.0,174,3395.684176
550.0,158,3395.875225
515.5,203,3396.116761
552.5,151,3396.301189
493.0,240,3396.584112
527.5,189,3396.808528
490.0,240,3398.703535
514.5,201,3398.961693
479.5,253,3399.247089
510.5,207,3399.494041
491.0,238,3399.776844
408.0,350,3400.209392
466.5,281,3400.560907
531.5,179,3400.766584
515.5,205,3401.016079
391.5,381,3403.120919
445.5,289,3403.470577
496.5,229,3403.73664
449.0,298,3404.077346
511.5,209,3404.334609
510.5,209,3404.57653
481.0,262,3404.892597
514.5,205,3405.150777
514.0,208,3405.375012
465.0,268,3405.674564
487.5,239,3405.9327
546.0,172,3406.123748
386.0,384,3408.193469
438.0,316,3408.574898
554.5,151,3408.761588
540.5,169,3408.960656
475.0,266,3409.27072
453.0,288,3409.700685
472.0,260,3410.008768
423.0,324,3410.399557
472.5,269,3412.388002
437.5,315,3412.761947
518.0,208,3413.011456
498.0,228,3413.277709
483.0,248,3413.557603
463.5,271,3413.876801
335.5,459,3414.387476
530.0,184,3414.594188
506.5,221,3416.480838
459.5,269,3416.78804
492.5,235,3417.22936
508.5,217,3417.462279
439.5,301,3417.790215
517.0,202,3418.003222
456.5,283,3418.318845
492.5,235,3418.593748
511.0,208,3418.843245
478.0,258,3419.134194
416.5,337,3419.533399
523.0,184,3419.751269
553.5,155,3419.926188
532.0,182,3421.80474
479.0,252,3422.104218
450.0,290,3422.43014
447.5,303,3422.796458
411.5,349,3423.202253
517.0,198,3423.439732
568.5,129,3423.586421
472.0,266,3423.892416
459.5,285,3425.867649
476.0,256,3426.18316
435.5,301,3426.546617
562.5,143,3426.716708
480.0,250,3427.020247
497.0,228,3427.295056
523.5,195,3427.73711
430.0,314,3428.093603
407.5,351,3428.476261
507.0,212,3428.71071
536.5,169,3428.892228
531.5,183,3429.11553
524.5,185,3429.343013
424.5,337,3431.354537
377.0,380,3431.803774
485.5,245,3432.094602
463.0,274,3432.419389
522.0,196,3432.643909
534.0,176,3432.855365
423.5,323,3433.242545
487.5,235,3433.517431
555.5,145,3435.314225
476.0,270,3435.650759
447.5,295,3436.007977
439.5,299,3436.370271
530.5,193,3436.607828
521.5,199,3436.838385
466.0,272,3437.15243
497.5,223,3437.419994
369.0,396,3439.523524
450.0,296,3440.055914
499.0,228,3440.30545
466.0,268,3440.596112
474.5,249,3440.879084
478.0,252,3441.161989
415.5,351,3441.594533
490.5,229,3441.877294
520.5,199,3442.110159
470.0,268,3442.434951
357.5,157,3442.621772
449.0,292,3442.96271
466.5,273,3444.874565
498.0,220,3445.146843
453.5,289,3445.485356
308.0,498,3446.067452
319.5,479,3446.635521
439.5,303,3446.993621
512.5,217,3448.913165
520.0,194,3449.16453
453.5,287,3449.54683
510.5,209,3449.797197
519.5,199,3450.029628
497.0,230,3450.304973
463.5,273,3450.7201
533.0,184,3450.928775
446.0,302,3451.252711
446.0,296,3451.58556
345.0,432,3452.026778
431.5,311,3452.425438
469.5,269,3452.758063
446.0,300,3454.737928
531.5,181,3454.95417
460.0,276,3455.284742
463.5,283,3455.627892
471.0,264,3455.935928
441.5,299,3456.270063
413.5,355,3456.684589
360.5,415,3458.810177
447.5,293,3459.15537
524.0,192,3459.373631
473.5,259,3459.672795
455.5,287,3460.003968
495.5,221,3460.261474
427.0,332,3460.652855
441.0,310,3462.592288
487.5,245,3463.173145
496.5,235,3463.431462
451.0,294,3463.747779
451.5,293,3464.051418
454.5,295,3464.381589
564.0,142,3464.553998
486.0,250,3464.871616
498.0,230,3465.134373
516.5,199,3465.369249
578.0,118,3465.510768
527.5,189,3465.745381
487.0,242,3466.034706
421.0,330,3466.427905
508.0,224,3468.269065
432.5,321,3468.643633
470.5,275,3468.972983
368.0,406,3469.535218
448.5,299,3469.986293
435.5,319,3470.343807
491.5,247,3470.651231
490.0,236,3472.600126
476.0,266,3472.922568
378.5,395,3473.392322
441.5,307,3473.754465
513.5,209,3473.996004
510.5,211,3474.228834
469.0,258,3474.511657
471.0,264,3474.79457
490.5,243,3475.052405
466.0,272,3475.393466
420.0,336,3475.786115
475.5,261,3476.092153
490.5,237,3478.041831
500.5,231,3478.313041
547.5,163,3478.504704
467.0,272,3478.820786
421.0,334,3479.236715
500.0,234,3479.510896
502.0,220,3479.760455
524.0,200,3480.001888
487.0,236,3480.284875
464.0,268,3482.243044
460.5,283,3482.58676
325.5,469,3483.107107
484.5,249,3483.404091
534.5,187,3483.617882
379.0,390,3484.071117
482.0,240,3484.505597
533.5,185,3484.72853
376.5,399,3485.142911
502.5,221,3485.375901
467.0,278,3485.693912
432.5,323,3487.694424
340.5,447,3488.212274
441.0,312,3488.594913
463.5,279,3488.935165
489.5,237,3489.224088
382.5,391,3489.65972
380.5,391,3491.755965
452.5,289,3492.083705
-196.5,501,3492.666877
467.0,278,3492.987849
500.0,228,3493.253321
370.5,407,3493.727815
436.0,306,3495.732308
466.5,269,3496.044421
530.5,183,3496.256683
517.0,198,3496.659506
429.0,332,3497.030055
521.5,195,3497.245233
435.5,307,3497.562437
346.5,439,3498.036732
466.0,278,3498.379078
519.0,198,3498.621181
440.0,302,3498.985146
455.5,295,3499.367902
529.0,188,3501.197976
469.0,268,3501.550836
558.5,151,3501.721552
561.0,140,3501.890076
455.5,287,3502.220809
411.5,341,3502.636786
546.5,171,3502.846555
359.5,411,3503.344231
551.0,152,3503.528721
500.5,227,3505.456721
505.5,223,3505.718547
361.5,411,3506.197054
493.5,241,3506.479965
492.0,232,3506.757976
458.0,282,3507.072481
533.5,185,3507.525104
381.5,387,3507.939902
421.5,331,3508.310013
443.0,296,3508.635425
446.5,289,3508.958899
386.5,371,3511.047179
438.0,310,3511.437932
402.0,362,3511.862437
444.5,301,3512.21983
395.0,378,3512.66101
505.5,211,3512.910663
463.5,281,3513.249441
507.5,209,3515.106808
474.0,262,3515.422809
448.5,291,3515.762106
520.0,202,3515.996537
431.5,311,3516.3878
453.5,287,3516.703863
479.5,249,3516.99473
403.0,360,3517.410579
506.0,220,3519.288616
489.5,237,3519.569032
479.0,248,3520.022793
449.0,302,3520.347504
426.0,328,3520.767188
402.0,356,3521.147608
485.0,248,3521.412282
487.5,241,3521.697705
478.0,254,3521.994608
479.5,255,3522.294017
408.0,376,3522.736128
421.0,330,3524.745813
507.5,215,3525.030603
405.5,353,3525.441245
482.0,254,3525.748944
418.5,333,3526.122616
453.5,285,3526.461771
355.0,418,3526.943903
431.0,322,3528.970474
511.5,209,3529.22319
504.0,230,3529.501477
495.5,241,3529.790771
490.0,230,3530.054967
529.0,182,3530.271334
509.5,229,3530.554151
491.5,239,3530.871842
494.0,226,3531.11567
436.0,318,3531.462721
517.0,202,3531.672939
450.0,296,3531.976959
481.5,257,3532.296906
448.0,302,3534.3308
354.5,411,3534.85522
460.5,285,3535.162544
442.5,319,3535.545571
478.5,253,3535.836804
318.5,489,3536.385868
490.0,238,3536.668663
428.5,321,3538.710164
557.0,156,3538.902799
532.5,179,3539.114231
471.5,269,3539.438001
464.5,275,3539.76318
438.5,309,3540.120604
505.0,218,3540.387564
502.5,225,3540.646479
473.0,270,3542.616259
533.5,185,3542.841093
524.5,197,3543.098669
536.5,185,3543.306946
436.0,318,3543.656216
520.5,193,3543.880624
456.5,281,3544.180114
461.5,295,3544.553822
534.5,173,3544.758303
355.0,442,3545.290696
486.0,238,3545.57768
556.0,150,3545.752609
327.5,465,3547.915585
491.0,228,3548.20215
460.0,284,3548.547751
487.5,249,3548.838549
520.0,200,3549.084865
542.0,170,3549.288468
567.5,141,3549.454105
332.0,454,3549.978227
481.5,259,3551.910439
498.0,236,3552.232545
511.5,209,3552.474091
526.5,193,3552.698407
